complaint_id,description,category,subcategory,latitude,longitude,timestamp,ground_truth_issue_id,is_duplicate
876,Households at Town Hall are struggling without a consistent water supply. Several people in the area have noticed this.,Water,Water supply,10.994619,76.96446,2026-07-01 14:41,ISSUE_0298,True
877,This drain close to Ram Nagar hasn't been cleaned in a long time and is now overflowing. It's a small issue but worth noting. This has been the case since the last heavy rain.,Drainage,Drain overflow,10.999227,76.960868,2026-08-12 20:53,ISSUE_0225,True
878,The waterlogging on the Race Course main road is making it impossible for two-wheelers to pass. Noticed it this morning while passing by.,Drainage,Waterlogging,10.994982,76.955849,2026-07-23 12:57,ISSUE_0273,True
879,There's been an irregular water supply along the stretch near Trichy Road for over a week now. This has been the case since yesterday.,Water,Water supply,10.986527,77.011529,2026-07-14 06:39,ISSUE_0322,False
880,Commuters around the Pollachi Road area are relying on vehicle headlights since there's no street lighting.,Streetlight,Broken streetlight,10.935499,76.971237,2026-08-11 08:46,ISSUE_0128,False
881,We lost power along the stretch near Lakshmi Mills hours ago and there's still no sign of restoration.,Electricity,Power outage,11.007736,76.955056,2026-07-05 23:28,ISSUE_0381,True
882,The road on the Uppilipalayam main road is filled with knee-deep water right now. This has been ignored despite earlier complaints.,Drainage,Waterlogging,10.987901,77.025588,2026-07-30 17:50,ISSUE_0259,True
883,There's a pile of household waste building up at Gandhipuram. It is causing inconvenience to daily commuters.,Sanitation,Garbage collection,11.014539,76.965009,2026-08-13 06:14,ISSUE_0168,False
884,The sewage line beside the Ramanathapuram bus stop appears to have backed up and is overflowing.,Drainage,Drain overflow,10.997264,76.980807,2026-08-13 14:21,ISSUE_0230,True
885,"Someone needs to stop the dumping near Sowripalayam, it's turning into a health hazard. This has been the case for the past two days.",Sanitation,Waste dumping,10.998084,76.995034,2026-07-27 02:33,ISSUE_0203,False
886,There are exposed live wires hanging around the Trichy Road area which is very dangerous. Several people in the area have noticed this.,Electricity,Electrical hazard,10.986991,77.005587,2026-07-25 20:26,ISSUE_0420,True
887,"The junction in the Town Hall locality has no working signal, causing confusion at peak hours. This is becoming a regular nuisance for residents.",Road,Traffic signal,10.994009,76.961624,2026-07-17 18:56,ISSUE_0086,True
888,Water pressure in the Vilankurichi locality has been extremely low this week.,Water,Water supply,11.016793,77.015437,2026-07-14 12:33,ISSUE_0330,False
889,The streetlight on the Saibaba Colony main road was damaged in a storm and hasn't been fixed. Many residents in the area are affected by this. This has been the case since the last heavy rain.,Streetlight,Broken streetlight,11.0205,76.936644,2026-07-02 03:00,ISSUE_0119,True
890,The water just outside Avinashi Road turned cloudy after the last supply cycle. Several people in the area have noticed this.,Water,Water quality,11.019934,77.005759,2026-07-04 21:13,ISSUE_0355,False
891,There's a bad smell in the drinking water on the Thudiyalur main road. This has been the case for the past two days.,Water,Water quality,11.080481,76.941185,2026-08-16 13:28,ISSUE_0343,True
892,"Rainwater is not draining near Rathinapuri, leaving the road waterlogged for days. The entire road is submerged and impassable.",Drainage,Waterlogging,10.988676,76.944712,2026-07-25 05:07,ISSUE_0271,True
893,There's a bad smell in the drinking water around the Peelamedu area.,Water,Water quality,11.027789,77.025836,2026-07-14 02:52,ISSUE_0344,True
894,"The damaged pole in front of Ramanathapuram has wires touching the compound wall, which is risky. This has been the case for the past two days.",Electricity,Electrical hazard,10.993541,76.984082,2026-07-31 08:04,ISSUE_0414,True
895,A deep pit has developed on the carriageway at Uppilipalayam.,Road,Pothole,10.985267,77.023407,2026-08-12 00:02,ISSUE_0023,False
896,"Someone has been illegally dumping construction debris in the Pollachi Road locality. Not a big problem yet, just flagging it.",Sanitation,Waste dumping,10.937252,76.970119,2026-08-02 00:45,ISSUE_0188,True
897,This drain around the Ondipudur area hasn't been cleaned in a long time and is now overflowing.,Drainage,Drain overflow,11.003901,77.047653,2026-08-18 06:09,ISSUE_0228,True
898,The drain just outside Sundarapuram overflows every time it rains even lightly. This has been ignored despite earlier complaints.,Drainage,Drain overflow,10.972761,76.968196,2026-07-07 10:26,ISSUE_0226,True
899,Loose stones and debris from the broken road around the Ram Nagar area are a hazard for two-wheelers. This has been the case for quite some time.,Road,Road damage,11.002949,76.966662,2026-08-10 20:41,ISSUE_0048,True
900,Cross traffic in the Malumichampatti locality is a mess without a working signal. It's a small issue but worth noting. This has been the case since yesterday.,Road,Traffic signal,10.92395,76.984042,2026-08-09 04:36,ISSUE_0081,True
901,Sewage is backing up just outside Ondipudur because the drain is clogged. This is becoming a regular nuisance for residents.,Drainage,Drain overflow,11.004518,77.046959,2026-08-17 07:07,ISSUE_0228,True
902,"Bikers keep swerving on the Gandhipuram main road because of a hidden pothole. Not a big problem yet, just flagging it.",Road,Pothole,11.018761,76.966475,2026-08-08 13:18,ISSUE_0009,True
903,The quality of drinking water around the Pollachi Road area needs to be tested urgently. Several people in the area have noticed this.,Water,Water quality,10.933933,76.967517,2026-07-11 22:55,ISSUE_0341,True
904,Sparking has been seen near the streetlight wiring beside the Trichy Road bus stop at night. Many residents in the area are affected by this.,Electricity,Electrical hazard,10.984546,77.007679,2026-08-03 19:14,ISSUE_0406,True
905,The area along the stretch near Mettupalayam Road has garbage strewn about since the truck didn't show up. This has been the case for a few weeks.,Sanitation,Garbage collection,11.045289,76.948641,2026-07-25 21:27,ISSUE_0153,True
906,There's a bad smell in the drinking water at Pollachi Road. It's a small issue but worth noting.,Water,Water quality,10.933422,76.96714,2026-08-02 16:23,ISSUE_0336,True
907,People just outside Kalapatti are falling sick after drinking the tap water. This has been the case for over a month now.,Water,Water quality,11.071136,77.030914,2026-08-06 15:17,ISSUE_0342,True
908,We've had frequent power cuts close to Vadavalli throughout the week. Vehicles are getting damaged because of this.,Electricity,Power outage,11.021849,76.90383,2026-08-02 11:47,ISSUE_0401,False
909,People from outside the area are dumping trash close to Lakshmi Mills at night. It's a small issue but worth noting.,Sanitation,Waste dumping,11.009538,76.954341,2026-07-31 06:41,ISSUE_0215,False
910,There's a complete blackout at Ondipudur since the afternoon.,Electricity,Power outage,11.001772,77.04185,2026-07-22 12:53,ISSUE_0383,False
911,"Electricity just outside Lakshmi Mills has been unstable, going off every few hours. Not a big problem yet, just flagging it.",Electricity,Power outage,11.008451,76.956509,2026-08-12 14:09,ISSUE_0381,True
912,The drain outlet just outside Kavundampalayam is blocked with plastic waste causing an overflow.,Drainage,Drain overflow,11.050936,76.947861,2026-07-28 09:18,ISSUE_0258,False
913,The road surface around the Kalapatti area is bumpy and uneven due to wear and tear.,Road,Road damage,11.074985,77.030697,2026-08-03 17:27,ISSUE_0054,True
914,A blocked drain in front of Avinashi Road is causing water to stagnate near the shops. This has been the case since yesterday.,Drainage,Drain overflow,11.022024,77.000213,2026-07-13 06:03,ISSUE_0236,True
915,Kids in the house got stomach infections after using the water on the Kavundampalayam main road. This is a serious safety risk for everyone nearby.,Water,Water quality,11.050349,76.942995,2026-07-30 13:43,ISSUE_0340,True
916,"Rainwater is not draining beside the Ganapathy Bus Stand bus stop, leaving the road waterlogged for days. Children walk through this area every day, so it needs urgent attention.",Drainage,Waterlogging,11.036614,76.964008,2026-07-23 20:04,ISSUE_0278,False
917,The pole close to Selvapuram is standing but the light on top isn't working. Elderly residents are finding it especially difficult. This has been the case for several days.,Streetlight,Broken streetlight,10.986544,76.93235,2026-07-25 11:49,ISSUE_0120,True
918,"There's barely any pressure in the pipes beside the Neelambur bus stop, water just dribbles out. Many residents in the area are affected by this.",Water,Water supply,10.998523,77.06171,2026-07-13 02:23,ISSUE_0307,True
919,Complaints about foul-smelling water on the Kavundampalayam main road have increased this month.,Water,Water quality,11.049424,76.942534,2026-07-06 14:01,ISSUE_0340,True
920,"Please fix the pothole at Ramanathapuram, it's damaging vehicle tyres.",Road,Pothole,10.997764,76.981806,2026-07-15 19:19,ISSUE_0002,True
921,"The signal near Kuniyamuthur is out of sync, causing jams in every direction. This is becoming a regular nuisance for residents.",Road,Traffic signal,10.972608,76.952572,2026-08-06 11:50,ISSUE_0107,False
922,Collection beside the Vellalore bus stop used to be regular but has become very irregular lately.,Sanitation,Garbage collection,10.946756,76.996276,2026-08-11 23:38,ISSUE_0151,True
923,"Cracks have widened over time on the road in the Race Course locality, it needs resurfacing. Noticed it this morning while passing by. This has been the case since the last heavy rain.",Road,Road damage,10.999111,76.954927,2026-08-20 01:10,ISSUE_0058,False
924,Power cuts near Lakshmi Mills are becoming a daily routine lately. This has been the case for quite some time.,Electricity,Power outage,11.008572,76.956281,2026-08-19 18:19,ISSUE_0381,True
925,Construction vehicles have worsened the already damaged road on the Sathyamangalam Road main road.,Road,Road damage,11.040444,77.034478,2026-08-06 23:22,ISSUE_0052,True
926,It's been a long outage on the Sitra main road and appliances have been idle all day.,Electricity,Power outage,10.972592,76.998834,2026-07-09 13:08,ISSUE_0378,True
927,"The pipeline just outside Uppilipalayam seems to have an interruption, no water is coming through. It's a small issue but worth noting. This has been the case for several days.",Water,Water supply,10.984508,77.024784,2026-07-09 19:01,ISSUE_0306,True
928,"The signal in the Singanallur locality is out of sync, causing jams in every direction. It's a small issue but worth noting.",Road,Traffic signal,11.004754,77.028393,2026-07-14 15:51,ISSUE_0105,False
929,The community bin in the Race Course locality is overflowing with no sign of the collection crew.,Sanitation,Garbage collection,10.999053,76.955617,2026-07-27 08:37,ISSUE_0162,True
930,Heavy waterlogging has returned beside the Peelamedu Pudur bus stop after the recent showers. Many residents in the area are affected by this.,Drainage,Waterlogging,11.027224,77.034858,2026-07-17 10:19,ISSUE_0274,True
931,People are dumping garbage on the empty plot near Sowripalayam regularly. Several people in the area have noticed this. This has been the case since the last heavy rain.,Sanitation,Waste dumping,11.001964,76.991344,2026-08-20 21:48,ISSUE_0185,True
932,Waste keeps piling up along the stretch near Kuniyamuthur because collection has stopped coming on schedule. This has been ignored despite earlier complaints.,Sanitation,Garbage collection,10.971415,76.950039,2026-07-08 11:04,ISSUE_0152,True
933,The overhead tank around the Pollachi Road area isn't filling properly due to supply issues.,Water,Water supply,10.934305,76.967503,2026-07-30 15:07,ISSUE_0312,False
934,The traffic signal close to Malumichampatti went completely dark this evening. It's a small issue but worth noting. This has been the case since yesterday.,Road,Traffic signal,10.923919,76.983873,2026-08-03 22:56,ISSUE_0081,True
935,Trash is spilling out of the bins close to Kavundampalayam onto the road. Noticed it this morning while passing by.,Sanitation,Garbage collection,11.049547,76.941685,2026-07-20 09:41,ISSUE_0149,True
936,A pile of dumped waste has appeared in the Ukkadam locality overnight. This has been the case for several days.,Sanitation,Waste dumping,10.991413,76.955937,2026-07-07 04:11,ISSUE_0195,True
937,There's a foul-smelling dump pile along the stretch near Vellalore that keeps growing.,Sanitation,Waste dumping,10.94419,76.993836,2026-07-28 05:55,ISSUE_0196,True
938,Someone dumped a truckload of rubble just outside Vellalore blocking part of the footpath. Noticed it this morning while passing by.,Sanitation,Waste dumping,10.944856,76.989477,2026-07-19 02:26,ISSUE_0187,True
939,"It's pitch dark beside the Sitra bus stop at night because the streetlight is broken. Not a big problem yet, just flagging it.",Streetlight,Broken streetlight,10.971662,76.996505,2026-08-13 17:17,ISSUE_0117,True
940,We've had frequent power cuts in the Sitra locality throughout the week. This has been the case since the last heavy rain.,Electricity,Power outage,10.973694,76.999654,2026-07-13 21:24,ISSUE_0378,True
941,Rainwater has pooled in front of Saibaba Colony and isn't draining away.,Drainage,Waterlogging,11.01977,76.937003,2026-08-08 13:42,ISSUE_0277,False
942,The drain near the junction on the Neelambur main road is choked with debris and overflowing. Many residents in the area are affected by this.,Drainage,Drain overflow,10.99905,77.063802,2026-08-14 23:22,ISSUE_0232,True
943,"Rainwater is not draining in front of Saravanampatti, leaving the road waterlogged for days. This is becoming a regular nuisance for residents.",Drainage,Waterlogging,11.073494,77.006533,2026-07-08 16:22,ISSUE_0260,True
944,We are forced to buy bottled water because the tap water beside the Ram Nagar bus stop is unsafe. Several people in the area have noticed this.,Water,Water quality,11.000085,76.961512,2026-08-18 23:44,ISSUE_0335,True
945,The culvert close to Malumichampatti is clogged and water is spilling over the road. This has been the case for over a month now.,Drainage,Drain overflow,10.924954,76.984877,2026-07-02 19:03,ISSUE_0239,False
946,Construction vehicles have worsened the already damaged road in front of Chinniampalayam.,Road,Road damage,11.08663,77.016765,2026-07-03 08:19,ISSUE_0043,True
947,People on the Neelambur main road are avoiding the footpath because of overflowing drain water. Elderly residents are finding it especially difficult.,Drainage,Drain overflow,10.99923,77.064202,2026-07-08 20:02,ISSUE_0232,True
948,"Electricity in the Lakshmi Mills locality has been unstable, going off every few hours. Not a big problem yet, just flagging it. This has been the case for over a month now.",Electricity,Power outage,11.007483,76.955357,2026-08-16 14:55,ISSUE_0381,True
949,"Rainwater is not draining near Ramanathapuram, leaving the road waterlogged for days.",Drainage,Waterlogging,10.994702,76.98549,2026-08-02 13:40,ISSUE_0285,False
950,The lamp on the Sitra main road used to work fine but has been dead for a month. This is becoming a regular nuisance for residents.,Streetlight,Broken streetlight,10.972115,76.995797,2026-07-17 23:35,ISSUE_0117,True
951,"There's no signal control in front of Vadavalli at all, it seems to have shut down.",Road,Traffic signal,11.020095,76.906712,2026-07-07 15:27,ISSUE_0097,False
952,The drain near the junction near Hopes College is choked with debris and overflowing. This has been ignored despite earlier complaints.,Drainage,Drain overflow,11.009348,76.944378,2026-08-11 05:54,ISSUE_0224,True
953,"Wires are hanging dangerously low beside the Trichy Road bus stop, almost touching pedestrians.",Electricity,Electrical hazard,10.987366,77.006552,2026-08-13 02:10,ISSUE_0420,True
954,The corporation truck used to come daily just outside Avinashi Road but now it's very irregular.,Sanitation,Garbage collection,11.022152,77.002319,2026-08-16 11:52,ISSUE_0154,True
955,"The junction at Selvapuram has no working signal, causing confusion at peak hours. Vehicles are getting damaged because of this.",Road,Traffic signal,10.988719,76.935279,2026-08-18 13:46,ISSUE_0080,True
956,The quality of drinking water around the Chinniampalayam area needs to be tested urgently.,Water,Water quality,11.090393,77.021519,2026-07-12 17:46,ISSUE_0354,False
957,The color of the water at Ukkadam changes between clear and brownish. The water appears contaminated and unsafe to use.,Water,Water quality,10.996492,76.957892,2026-07-17 00:42,ISSUE_0360,False
958,The garbage van skipped our street in front of Mettupalayam Road again this week. This is becoming a regular nuisance for residents.,Sanitation,Garbage collection,11.046672,76.948269,2026-08-14 00:13,ISSUE_0153,True
959,Truckloads of debris have been dumped along the stretch near Trichy Road without any authorization. This has been the case for a few weeks.,Sanitation,Waste dumping,10.988092,77.005796,2026-07-10 08:51,ISSUE_0198,True
960,There is no proper garbage pickup happening close to Vellalore this month. It's a small issue but worth noting.,Sanitation,Garbage collection,10.946043,76.995214,2026-07-12 16:05,ISSUE_0151,True
961,Shops close to Rathinapuri are getting flooded because the road can't drain the water. This is a serious safety risk for everyone nearby.,Drainage,Waterlogging,10.98848,76.944537,2026-07-04 09:01,ISSUE_0271,True
962,Electricity close to Ondipudur went out during the storm and hasn't returned. This has been the case for quite some time.,Electricity,Power outage,11.006999,77.043559,2026-08-18 07:44,ISSUE_0376,True
963,A fallen wire on the Kovaipudur main road is lying across the footpath unattended.,Electricity,Electrical hazard,10.940809,76.917763,2026-08-07 00:05,ISSUE_0417,True
964,"Power outages along the stretch near Vadavalli are happening almost every other day now. Not a big problem yet, just flagging it.",Electricity,Power outage,11.024911,76.90459,2026-08-18 02:35,ISSUE_0386,False
965,The scheduled water supply around the Ondipudur area did not arrive again today. Noticed it this morning while passing by.,Water,Water supply,11.008454,77.047131,2026-08-04 17:43,ISSUE_0318,False
966,"Construction vehicles have worsened the already damaged road close to Kuniyamuthur. Not a big problem yet, just flagging it.",Road,Road damage,10.972602,76.952986,2026-08-03 06:40,ISSUE_0059,False
967,The cable near the pole in front of Trichy Road looks frayed and dangerous. Vehicles are getting damaged because of this.,Electricity,Electrical hazard,10.985469,77.007647,2026-08-16 02:56,ISSUE_0406,True
968,Illegal dumping at Malumichampatti is attracting stray dogs and pests. Many residents in the area are affected by this. This has been the case since last week.,Sanitation,Waste dumping,10.926573,76.989463,2026-07-15 00:44,ISSUE_0205,False
969,"Cracks have widened over time on the road in the Chinniampalayam locality, it needs resurfacing. This is a serious safety risk for everyone nearby. This has been the case since last week.",Road,Road damage,11.086394,77.017819,2026-07-20 13:43,ISSUE_0043,True
970,"There's no signal control near Selvapuram at all, it seems to have shut down.",Road,Traffic signal,10.988552,76.935927,2026-07-30 00:17,ISSUE_0080,True
971,The traffic light around the Selvapuram area has been broken since the storm last week. Several people in the area have noticed this.,Road,Traffic signal,10.988763,76.935825,2026-07-30 03:33,ISSUE_0080,True
972,Flies and stray dogs are gathering around the uncollected waste close to Eachanari. Noticed it this morning while passing by. This has been the case since yesterday.,Sanitation,Garbage collection,10.951196,76.952306,2026-08-04 17:12,ISSUE_0150,True
973,The pole in the Ramanathapuram locality has visible sparking whenever it rains. Many residents in the area are affected by this.,Electricity,Electrical hazard,10.992837,76.984255,2026-07-15 06:57,ISSUE_0414,True
974,"The damaged stretch just outside Podanur is especially hard to navigate after rain. Not a big problem yet, just flagging it. This has been the case for quite some time.",Road,Road damage,10.968891,76.973739,2026-07-10 15:15,ISSUE_0045,True
975,"Sparks flew from a transformer just outside Trichy Road during the rain, which was alarming.",Electricity,Electrical hazard,10.986754,77.006908,2026-07-29 20:26,ISSUE_0420,True
976,The water on the Peelamedu main road smells like it might be mixing with sewage somewhere. This has been ignored despite earlier complaints.,Water,Water quality,11.027511,77.025386,2026-07-11 03:03,ISSUE_0344,True
977,The sewage line just outside Ram Nagar appears to have backed up and is overflowing. This has been the case for quite some time.,Drainage,Drain overflow,10.9998,76.961321,2026-08-08 17:57,ISSUE_0225,True
978,It's hard to find the entrance in the Vadavalli locality at night with the light out.,Streetlight,Broken streetlight,11.018105,76.90482,2026-08-20 09:19,ISSUE_0136,False
979,The road in front of Peelamedu has eroded badly after the recent rains. This is becoming a regular nuisance for residents.,Road,Road damage,11.029566,77.024321,2026-07-15 10:47,ISSUE_0046,True
980,Illegal dumping around the Vellalore area is attracting stray dogs and pests.,Sanitation,Waste dumping,10.94435,76.993414,2026-08-05 11:01,ISSUE_0196,True
981,There's a complete blackout close to Podanur since the afternoon.,Electricity,Power outage,10.967299,76.973729,2026-07-05 20:04,ISSUE_0377,True
982,It's hard to find the entrance along the stretch near Avinashi Road at night with the light out. Noticed it this morning while passing by. This has been the case since the last heavy rain.,Streetlight,Broken streetlight,11.020659,77.003715,2026-08-13 22:58,ISSUE_0133,False
983,The traffic signal in the Kuniyamuthur locality went completely dark this evening. Several people in the area have noticed this.,Road,Traffic signal,10.967274,76.953427,2026-07-30 12:43,ISSUE_0083,True
984,The corner beside the Sowripalayam bus stop is filled with dumped waste that no one claims responsibility for. This has been the case since yesterday.,Sanitation,Waste dumping,11.001815,76.992422,2026-08-04 17:30,ISSUE_0185,True
985,The road beside the Race Course bus stop is filled with knee-deep water right now. Several people in the area have noticed this.,Drainage,Waterlogging,10.994993,76.955926,2026-08-07 12:08,ISSUE_0273,True
986,The vacant land along the stretch near Trichy Road has turned into an unofficial dumping ground. Elderly residents are finding it especially difficult.,Sanitation,Waste dumping,10.98784,77.005921,2026-07-29 19:37,ISSUE_0198,True
987,"The signal in front of Malumichampatti is out of sync, causing jams in every direction. This has been the case for a few weeks.",Road,Traffic signal,10.928934,76.988925,2026-08-17 14:31,ISSUE_0102,False
988,Rainwater has pooled along the stretch near Peelamedu Pudur and isn't draining away.,Drainage,Waterlogging,11.025968,77.035478,2026-07-09 03:06,ISSUE_0274,True
989,Sparks were seen coming from an electric pole along the stretch near Trichy Road yesterday. This is becoming a regular nuisance for residents.,Electricity,Electrical hazard,10.986625,77.005658,2026-07-03 18:28,ISSUE_0420,True
990,Rainwater has pooled on the Vellalore main road and isn't draining away. This has been the case for a few weeks.,Drainage,Waterlogging,10.941718,76.994587,2026-08-01 04:29,ISSUE_0280,False
991,The corporation truck used to come daily in front of Mettupalayam Road but now it's very irregular.,Sanitation,Garbage collection,11.045513,76.947296,2026-07-15 15:59,ISSUE_0153,True
992,The street on the Kurichi main road looks unhygienic due to missed garbage collection.,Sanitation,Garbage collection,10.961745,76.965059,2026-08-14 23:57,ISSUE_0155,True
993,People are dumping garbage on the empty plot in the Uppilipalayam locality regularly.,Sanitation,Waste dumping,10.986949,77.023642,2026-07-26 10:24,ISSUE_0199,False
994,The streetlight near RS Puram was damaged in a storm and hasn't been fixed. It's a small issue but worth noting.,Streetlight,Broken streetlight,11.004595,76.951797,2026-07-05 10:08,ISSUE_0124,True
995,The supplied water around the Peelamedu area appears contaminated with sediment. Several people in the area have noticed this.,Water,Water quality,11.031382,77.027228,2026-08-15 11:03,ISSUE_0364,False
996,Half the lane near Kalapatti has collapsed slightly due to poor drainage underneath.,Road,Road damage,11.073911,77.030747,2026-07-21 12:32,ISSUE_0054,True
997,People from outside the area are dumping trash beside the Malumichampatti bus stop at night. This is a serious safety risk for everyone nearby.,Sanitation,Waste dumping,10.926124,76.984213,2026-08-06 18:21,ISSUE_0219,False
998,A blocked drain along the stretch near Ramanathapuram is causing water to stagnate near the shops. This has been the case for a few weeks.,Drainage,Drain overflow,10.997758,76.9811,2026-07-27 09:08,ISSUE_0230,True
999,The road surface on the Sathyamangalam Road main road is bumpy and uneven due to wear and tear. Elderly residents are finding it especially difficult.,Road,Road damage,11.04042,77.034796,2026-08-02 02:10,ISSUE_0052,True
1000,Cars are slowing down suddenly on the Kuniyamuthur main road to avoid a deep pothole. Several people in the area have noticed this.,Road,Pothole,10.967149,76.950217,2026-07-07 20:22,ISSUE_0010,True
1001,The community bin along the stretch near Gandhipuram is overflowing with no sign of the collection crew.,Sanitation,Garbage collection,11.017149,76.965535,2026-07-03 21:19,ISSUE_0163,False
1002,The electric meter box along the stretch near Kovaipudur is open and wires are visible. This is becoming a regular nuisance for residents.,Electricity,Electrical hazard,10.941142,76.916688,2026-08-15 05:47,ISSUE_0417,True
1003,Trash is spilling out of the bins along the stretch near Hopes College onto the road.,Sanitation,Garbage collection,11.005386,76.944415,2026-07-14 04:25,ISSUE_0161,True
1004,Walking near Rathinapuri after dark feels unsafe due to the broken light. Several people in the area have noticed this.,Streetlight,Broken streetlight,10.986381,76.945654,2026-07-07 19:50,ISSUE_0116,True
1005,The road beside the Peelamedu Pudur bus stop is flooded again and vehicles are struggling to cross. Several people in the area have noticed this.,Drainage,Waterlogging,11.02698,77.035074,2026-07-13 02:07,ISSUE_0274,True
1006,The traffic signal near RS Puram has been stuck on red for a long time.,Road,Traffic signal,11.003864,76.948771,2026-07-28 23:46,ISSUE_0110,False
1007,Walking at Vadavalli after dark feels unsafe due to the broken light. Noticed it this morning while passing by. This has been the case for several days.,Streetlight,Broken streetlight,11.019961,76.903225,2026-07-16 19:28,ISSUE_0114,True
1008,"The streetlight wiring close to Singanallur looks damaged, possibly why it isn't lighting.",Streetlight,Broken streetlight,11.000828,77.023287,2026-07-28 17:24,ISSUE_0127,False
1009,Unauthorized dumping around the Ukkadam area has been happening for weeks now. This is becoming a regular nuisance for residents.,Sanitation,Waste dumping,10.990875,76.955738,2026-08-15 04:23,ISSUE_0195,True
1010,There's a complete blackout close to Sathyamangalam Road since the afternoon. This is a serious safety risk for everyone nearby.,Electricity,Power outage,11.041474,77.035136,2026-07-15 15:56,ISSUE_0371,True
1011,Water levels close to Peelamedu Pudur rose quickly during the storm and haven't gone down.,Drainage,Waterlogging,11.025923,77.035228,2026-07-04 15:59,ISSUE_0274,True
1012,"Drivers are ignoring the malfunctioning signal close to Vadavalli and crossing anyhow. Vehicles are moving in all directions with no signal control, it's chaotic.",Road,Traffic signal,11.022347,76.903701,2026-07-02 10:10,ISSUE_0078,True
1013,"Please fix the pothole beside the Pollachi Road bus stop, it's damaging vehicle tyres.",Road,Pothole,10.933137,76.966021,2026-07-14 12:36,ISSUE_0026,False
1014,The lamp in the Vellalore locality used to work fine but has been dead for a month. Elderly residents are finding it especially difficult.,Streetlight,Broken streetlight,10.944384,76.995914,2026-07-14 17:22,ISSUE_0122,True
1015,The whole street close to Podanur has been without power since last night. This has been the case since last week.,Electricity,Power outage,10.965629,76.973364,2026-07-24 16:28,ISSUE_0369,True
1016,The open plot in front of Trichy Road has become a dumping site for old furniture and debris. Vehicles are getting damaged because of this. This has been the case since last week.,Sanitation,Waste dumping,10.987355,77.007008,2026-08-09 18:03,ISSUE_0198,True
1017,Residents just outside Kovaipudur are frustrated with the inconsistent garbage pickup. This has been the case for several days.,Sanitation,Garbage collection,10.942401,76.919975,2026-08-19 15:56,ISSUE_0183,False
1018,Sewage is backing up along the stretch near Neelambur because the drain is clogged.,Drainage,Drain overflow,10.999104,77.064358,2026-08-04 04:53,ISSUE_0232,True
1019,The road around the Malumichampatti area has a large crater right in the middle of the lane.,Road,Pothole,10.929955,76.986696,2026-08-10 05:39,ISSUE_0021,False
1020,The water along the stretch near Ondipudur tastes odd and doesn't seem fit for drinking.,Water,Water quality,11.004106,77.044698,2026-08-12 07:29,ISSUE_0357,False
1021,Someone dumped a truckload of rubble along the stretch near Sathyamangalam Road blocking part of the footpath. This has been the case for a few weeks.,Sanitation,Waste dumping,11.042022,77.034304,2026-07-05 22:40,ISSUE_0206,False
1022,Households at Gandhipuram are struggling without a consistent water supply. It is causing inconvenience to daily commuters.,Water,Water supply,11.015395,76.963861,2026-08-07 05:01,ISSUE_0310,True
1023,Drain water on the Avinashi Road main road has been overflowing onto the road for days. This has been the case since the last heavy rain.,Drainage,Drain overflow,11.021456,77.000989,2026-08-14 08:51,ISSUE_0236,True
1024,"Please fix the pothole in the Saravanampatti locality, it's damaging vehicle tyres. It's a small issue but worth noting.",Road,Pothole,11.071863,77.007481,2026-07-12 11:51,ISSUE_0018,True
1025,The corporation water hasn't arrived beside the Vellalore bus stop for three days straight.,Water,Water supply,10.944047,76.992018,2026-07-08 19:35,ISSUE_0301,True
1026,Waste from nearby shops is being dumped near Kovaipudur instead of collected properly. Noticed it this morning while passing by.,Sanitation,Waste dumping,10.938821,76.916752,2026-08-12 16:01,ISSUE_0190,True
1027,Heavy waterlogging has returned beside the Thudiyalur bus stop after the recent showers. Many residents in the area are affected by this.,Drainage,Waterlogging,11.079157,76.941894,2026-07-12 08:41,ISSUE_0295,False
1028,The streetlight along the stretch near Rathinapuri was damaged in a storm and hasn't been fixed. This has been the case since the last heavy rain.,Streetlight,Broken streetlight,10.989678,76.943212,2026-07-18 06:52,ISSUE_0121,True
1029,Bins beside the Avinashi Road bus stop are full and spilling onto the footpath. This is becoming a regular nuisance for residents.,Sanitation,Garbage collection,11.021027,77.0028,2026-07-12 20:42,ISSUE_0154,True
1030,The whole neighborhood around the Sathyamangalam Road area lost power after a loud noise from the transformer.,Electricity,Power outage,11.04166,77.03459,2026-08-04 00:55,ISSUE_0371,True
1031,The tap water in front of Kalapatti has visible particles floating in it. This is becoming a regular nuisance for residents. This has been the case for the past two days.,Water,Water quality,11.072528,77.030966,2026-07-13 02:28,ISSUE_0342,True
1032,The streetlight near the park in front of Vadavalli has been off for a long time. This is becoming a regular nuisance for residents.,Streetlight,Broken streetlight,11.019975,76.903451,2026-07-22 04:28,ISSUE_0114,True
1033,"Complaints about foul-smelling water beside the Pollachi Road bus stop have increased this month. Not a big problem yet, just flagging it. This has been the case since last week.",Water,Water quality,10.93311,76.967321,2026-07-09 02:22,ISSUE_0336,True
1034,"The electric pole at Ram Nagar looks tilted and unstable, possibly a hazard.",Electricity,Electrical hazard,11.005397,76.964682,2026-07-27 06:39,ISSUE_0429,False
1035,This drain on the Singanallur main road hasn't been cleaned in a long time and is now overflowing. This has been ignored despite earlier complaints. This has been the case for a few weeks.,Drainage,Drain overflow,11.001413,77.025032,2026-08-03 22:51,ISSUE_0233,True
1036,The culvert beside the Race Course bus stop is clogged and water is spilling over the road. Noticed it this morning while passing by.,Drainage,Drain overflow,10.996802,76.954942,2026-07-05 23:26,ISSUE_0256,False
